"category","text"
"ENTERTAINMENT","'Sesame Street' Gives 'Orange Is The New Black' A Tasty Twist  |||  Can you tell us how to get, how to get to Litchfield Academy?"
"ENTERTAINMENT","Sunny Pawar Is, Like, Actual Sunshine On The Oscar Red Carpet  |||  🤗 🤗 🤗 🤗 🤗"
"ENTERTAINMENT","Paul McCartney Admits The Beatles Felt 'Threatened' By Yoko Ono  |||  Let it be (known)."
"ENTERTAINMENT","Holy Cow! Jon Stewart Saves Runaway Bull From Slaughterhouse  |||  The beast was on the lam, and that's when Stewart stepped in."
"ENTERTAINMENT","Newt Gingrich Says Madonna Should Be Arrested For Women's March Speech  |||  The pop music icon said her comments about “blowing up the White House” were taken out of context."
"ENTERTAINMENT","Harry Anderson, Magician-Turned-Actor Who Starred In 'Night Court,' Dead At 65  |||  Anderson earned three consecutive Emmy nominations for his work on the show from 1985-1987."
"ENTERTAINMENT","Barb From 'Stranger Things' Received The Best Coffee Cup Message From A Barista  |||  Spoiler alert."
"ENTERTAINMENT","Kim K Takes Heat For Posting Racy Pic After Deaths Of Alton Sterling And Philando Castile  |||  ""Your husband and son are black. Are you concerned?” one commenter wrote."
"ENTERTAINMENT","See All The Winners From The MTV Movie Awards Without Even Watching The Show  |||  Because the anticipation was killing you."
"ENTERTAINMENT","Fyre Festival Apparently Tried To Silence Critics With Cease And Desist Letters  |||  ""Specifically, if the social media comments were not taken down, the Defendants claim they could 'incite violence, rioting, or civil unrest.'"""
"ENTERTAINMENT","The Lost Generation: From 'The Joy Luck Club' To 'Crazy Rich Asians'  |||  An entire generation in the US missed out on seeing Asian American families represented in film and television."
"ENTERTAINMENT","Things That Shock The 'Fun Mom Dinner' Cast: Vajazzling, Scaramucci's Firing, Bono's Glasses  |||  Bridget Everett, Toni Collette, Katie Aselton and Molly Shannon star in the latest ladies-night-out comedy."
"ENTERTAINMENT","Kanye West, Kim Kardashian Film 'Family Feud' Episode  |||  When host Steve Harvey asked Kardashian, ""What is a body part that you're constantly bumping into things with?” she reportedly said, ""My butt."""
"ENTERTAINMENT","Blindfolded Tightrope Walker On ‘America's Got Talent' Will Make Your Heart Stop  |||  Terrifyingly talented!"
"ENTERTAINMENT","Colin Firth's Wife Reveals She Had An Affair With Couple's Alleged Stalker  |||  Love, actually sounds pretty complicated."
"ENTERTAINMENT","Fred Armisen Has Mastered Every Accent But One  |||  The actor totally unraveled when he attempted it."
"ENTERTAINMENT","Britney Spears Schools Us In Sibling 101 With Surprise For Jamie Lynn  |||  ""I can't believe that my whole family kept this secret from me!"""
"ENTERTAINMENT","Dax Shepard's Sweet Throwback Photo Shows Us Love Is In The Eye Of The Beholder  |||  #CoupleGoals"
"ENTERTAINMENT","Chrissy Teigen Perfectly Nails Why The Royal Baby Watch Was So 'Weird'  |||  She's got a point."
"ENTERTAINMENT","'Fantastic Beasts And Where To Find Them' Bewitches At The Box Office With $75 Million Debut  |||  The ""Harry Potter"" spinoff was a hit with audiences."
"ENTERTAINMENT","Taylor Admits She Was Totally Shocked By 'Bachelor In Paradise' Proposal  |||  ""I looked at him and was like, ‘You're not, like, planning anything, right?'”"
"ENTERTAINMENT","The Real Trailer For Netflix's 'Unfortunate Events' Series Is Here  |||  How fortunate!"
"ENTERTAINMENT","Me Too Trailblazers Ashley Judd And Mira Sorvino Are Each Other's Oscar Dates  |||  Both actresses have accused  producer Harvey Weinstein of sexual misconduct."
"ENTERTAINMENT","Why I'm Still #TeamLogan Even After The 'Gilmore Girls' Revival  |||  I know, I know. You read that headline and are shooting me a death glare that could envy Emily Gilmore at Friday Night Dinner"
"ENTERTAINMENT","Celine Dion Greets Thousands At Husband René Angélil's Viewing  |||  Mourners paid their respects on Thursday."
"ENTERTAINMENT","What's New On Netflix In March 2016?  |||  The return of Frank Underwood."
"ENTERTAINMENT","‘SNL' Uses 'Chicago'-Style Skit To Explain Why Kellyanne Conway Joined Trump's Campaign  |||  ""The name on everybody's lips is gonna be... Conway!"""
"ENTERTAINMENT","Brian Dunkleman Returns To The 'American Idol' Stage For The Series Finale  |||  Welcome back, Brian. And, uh, farewell?"
"ENTERTAINMENT","Change.org Petition Asks Netflix To Replace Kevin Spacey With Kevin James On 'House Of Cards'  |||  Well, they're both named ""Kevin."""
"ENTERTAINMENT","Shawn Mendes Will Perform At The 2016 Billboard Music Awards  |||  We'll be needing stitches."
"ENTERTAINMENT","Michael Moore Uses Reality Shows To Explain How Bad America Is At Voting  |||  His reasoning is flawed but hilarious."
"ENTERTAINMENT","New ‘Incredibles 2' Trailer Is All About Mom's New Job And Dad Staying At Home  |||  Get a sneak peek at Bob Odenkirk's new character as well."
"ENTERTAINMENT","'iZombie' Star Rose McIver Doesn't Think America Would Be Too Kind To Zombies IRL  |||  Team Z is getting political."
"ENTERTAINMENT","Chrissy Teigen, John Legend And The Tale Of The Missing Toilet  |||  Yep, you read that right."
"ENTERTAINMENT","Miley Cyrus Reaches Out To DaBaby Amid Backlash: 'Knowledge Is Power!'  |||  The singer invited the rapper, whose comments about gay men and AIDS have sparked outrage, to chat while urging others to ""find forgiveness."""
"ENTERTAINMENT","For Reasons Unknown, Kendall Jenner's Instagram Account Has Disappeared  |||  She still has her Twitter account, though."
"ENTERTAINMENT","Watch Nicole Scherzinger Totally Nail Her Britney Spears Impression  |||  The former Pussycat Doll did pretty awesome Adele, Shakira and Rihanna impersonations too."
"ENTERTAINMENT","Kris Allen's New Song Will Inspire You To Do Something  |||  An exclusive premiere of the ""American Idol"" alum's new track, ""If We Keep Doing Nothing."""
"ENTERTAINMENT","Back In 1990, George Michael Already Saw A Glaring Problem With The Modern Media  |||  The pop star understood the cynical tactics that would make pundits like Bill O'Reilly famous."
"ENTERTAINMENT","'Game Of Thrones' Spinoff Screenwriter Offers Tantalizing Plot Hints  |||  Here's what we know about the mysterious ""Thrones"" follow-ups."
"ENTERTAINMENT","Edward Snowden Assesses Technology's Role In Our Lives: 'It's Only Getting Better'  |||  Watch the final installment in Joseph Gordon-Levitt's documentary series."
"ENTERTAINMENT","'Incredible Hulk' Star Lou Ferrigno Comes To The Rescue When Fan Has Seizure  |||  Hero on the screen is also one in real life."
"ENTERTAINMENT","Social Media Star Lauren Giraldo Premieres New 'Lady Bits' Series  |||  The feminist comedy series already has fans buzzing."
"ENTERTAINMENT","Ukulele Virtuoso Nails It With Stirring Rendition Of 'America The Beautiful'  |||  Jake Shimabukuro performs the American classic at Garden of the Gods."
"ENTERTAINMENT","Alec Baldwin Burns Trump While Accepting Emmy For Playing Trump  |||  ""Mr. President, here is your Emmy."""
"ENTERTAINMENT","What If 'Moonlight' Wins All The Oscars?  |||  It won all the Gotham Awards."
"ENTERTAINMENT","Carrie Underwood Gives Fans An Update On Her Face After Getting 50 Stitches  |||  She wrote a message to fans on Tuesday."
"ENTERTAINMENT","The First 'Rogue One' Trailer Was Released And 'Star Wars' Fans Lost Their Minds  |||  *heavy Darth Vader breathing*"
"ENTERTAINMENT","Kimmel Exposes Biggest Anti-Vaxxer 'Pandummies' In Scathing New Supercut Video  |||  The late-night host called these people coronavirus “misinformation superspreaders.”"
"ENTERTAINMENT","Disney Admits To Darkening White Actors' Skin For 'Aladdin,' Sparking Outrage  |||  “Disney [is] sending out a message that your skin colour, your identity, your life experiences amount to nothing that can't be powdered on and washed off.”"
"ENTERTAINMENT","Raise Your Hand If You Think Chris Evans And Jenny Slate Are Back Together  |||  Please let this be true."
"ENTERTAINMENT","Ashton Kutcher Helps Reiterate Right Wing Hypocrisy Concerning Celebrities  |||  Those on the right fail to acknowledge their own hypocrisy when they lose your mind over Beyonce, Tribe Called Quest, or"
"ENTERTAINMENT","Prepare Your Mind, Body And Soul For This Leaked Britney Spears Track  |||  And don't tell Christina Aguilera."
"ENTERTAINMENT","Burning Man Attendee Dies After Running Into Flames  |||  The 41-year-old man was pronounced dead after being airlifted from the festival in Nevada to a hospital burn center."
"ENTERTAINMENT","The Mountain From 'Game of Thrones' Pulls 17-Ton Truck Like It's NBD  |||  ""NOTHING CAN STOP ME!! NOTHING CAN BREAK ME!!"""
"ENTERTAINMENT","Chris Martin Performs Beautiful Tribute To George Michael At Homeless Shelter  |||  A fitting tribute for such a charitable man."
"ENTERTAINMENT","Dr. Luke's Company Owes Most Of Its Billboard Success To Kesha  |||  The producer was recently booted from the label amid assault allegations against him."
"ENTERTAINMENT","Wonder Woman Needs No Man In First Comic-Con Trailer  |||  “What I do is not up to you.”"
"ENTERTAINMENT","Harry Styles Gets Real About Ex Taylor Swift In His New Interview  |||  “Certain things don't work out. There's a lot of things that can be right, and it's still wrong.”"
"ENTERTAINMENT","Don Williams, Country Music's 'Gentle Giant,' Dead At 78  |||  The industry mourns the loss of a legend."
"ENTERTAINMENT","Kourtney Kardashian And Scott Disick Don't Know How To Quit Each Other  |||  All is right in Calabasas."
"ENTERTAINMENT","Amber Heard And Johnny Depp Postpone Restraining Order Hearing  |||  The hearing is now scheduled for Aug. 2."
"ENTERTAINMENT","Blac Chyna Snapchats After Arrest For Public Intoxication  |||  ""Did you guys miss me?"""
"ENTERTAINMENT","Ryan Reynolds Warns Deadpool Fans: 'Don't Say A F**king Word'  |||  Wade Wilson isn't playing."
"ENTERTAINMENT","Jim Carrey's Submission For Donald Trump's Official Portrait Cannot Be Unseen  |||  The actor titled the portrait: ""You Scream. I Scream. Will We Ever Stop Screaming?”"
"ENTERTAINMENT","Daniel Radcliffe Shares Sweet Thowback Pic To Support Fellow 'Harry Potter' Star  |||  Too cute!"
"ENTERTAINMENT","Remembering The Genius Of Chris Cornell  |||  We will never know another man's anguish."
"ENTERTAINMENT","Ahem, Gwyneth Paltrow Says She's In Her First 'Adult Relationship'  |||  ""In the past, I've been in relationships with men who had intimacy issues,"" the actress said."
"ENTERTAINMENT","This Video May Finally Prove Who Died On 'The Walking Dead'  |||  Cliffhanger over?"
"ENTERTAINMENT","Superheroes React To Donald Trump's Presidency In A Totally Human Way  |||  They can't believe it, either."
"ENTERTAINMENT","Kevin Spacey Asks Judge To Ax Anthony Rapp's Sex Abuse Suit  |||  The lawyers wrote in papers filed in Manhattan federal court that the alleged events Rapp described never occurred."
"ENTERTAINMENT","‘Stranger Things' Announces Season 3 Now In Production With A Cool, New Teaser  |||  We're one step closer to getting it on our screens, people!"
"ENTERTAINMENT","'True Lies' Stars Speak Out About Eliza Dushku's Abuse Allegations  |||  Dushku was 12 at the time of the alleged assault."
"ENTERTAINMENT","The Kardashians Make Quite The Appearance At Yeezy Season 3  |||  All white everything."
"ENTERTAINMENT","Serena Williams Explains Why Her Father Didn't Walk Her Down The Aisle  |||  “Maybe a lot of daughters wouldn't react the same way, but I know the struggles he's had these last few years."""
"ENTERTAINMENT","Daisy Ridley And John Boyega Explain How 'Star Wars' Changed Their Lives  |||  When “Star Wars: The Force Awakens” opened in 2015, Daisy Ridley and John Boyegawere relatively unknown. Boyega briefly surfaced"
"ENTERTAINMENT","Shannen Doherty Will Appear In The 'Heathers' Reboot We Can't Wait To See  |||  Lick it up."
"ENTERTAINMENT","Oscars And America's Anti-Trump Zeitgeist  |||  These movies show, as has been remarked upon, a diverse country, but also a big-hearted, empathetic, introspective one."
"ENTERTAINMENT","'Empire' Creator Shares How Cast Is Dealing With Jussie Smollett Scandal  |||  ""These past couple of weeks have been a freakin' roller coaster,"" said creator Lee Daniels."
"ENTERTAINMENT","'Daily Show' Mocks Conservative Media With Montage Of 'Worst Joe Biden Scandals'  |||  The president's ""biggest scandals"" this month include using notes during a meeting and whispering."
"ENTERTAINMENT","Kim Kardashian Just Had To Snapchat Her Pregnancy Scare 30,000 Feet In The Air  |||  The new mile-high club."
"ENTERTAINMENT","Patton Oswalt And Meredith Salenger Respond To Trolls Who Criticized Their Engagement  |||  The comedian called out the ""bitter grub worms"" who couldn't keep their opinions to themselves."
"ENTERTAINMENT","Tom Hardy Made A Hip-Hop Mixtape In The '90s And It's Actually Pretty Dope  |||  ""Tom Hardy was already a GOAT but now this, what a guy."""
"ENTERTAINMENT","Ryan Reynolds: ‘I Have Anxiety, I've Always Had Anxiety'  |||  The “Deadpool” star admits that he developed his trademark sense of humor as a self-defense mechanism to deal with stress."
"ENTERTAINMENT","'The Simpsons' Predicted The Downfall Of Toys 'R' Us  |||  Sorta!"
"ENTERTAINMENT","Mariah Carey Says Ellen DeGeneres Made Her 'Extremely Uncomfortable' In Pregnancy Interview  |||  The singer reflected on a 2008 appearance on the comedian's talk show, during which DeGeneres pressured her into revealing a rumored pregnancy."
"ENTERTAINMENT","Women Sharing Stories Of Sexual Assault Helped Laura Dern Identify Her Own  |||  ""It was my mom who said, 'No, no, no, Laura, that was sexual assault,'"" the actress told Ellen DeGeneres."
"ENTERTAINMENT","'MasterChef Junior' Star Ben Watkins Dies At Age 14  |||  ""MasterChef Junior"" judge Gordon Ramsay hailed Watkins as ""an incredibly talented home cook and even stronger young man."""
"ENTERTAINMENT","Meet Kim Kardashian: The Secret Agent Intent On Corrupting Iranian Youth  |||  Tell us if you've heard this one before."
"ENTERTAINMENT","Beyoncé Channeled 5 Of Lil' Kim's Iconic Outfits And Lil' Kim Couldn't Cope  |||  ""I'm speechless and honored,"" the star said."
"ENTERTAINMENT","Phylicia Rashad Offers Hollow Apology For Supporting Bill Cosby  |||  The former ""Cosby Show"" star did not back down from her original comments celebrating the disgraced comedian's release from prison."
"ENTERTAINMENT","True Life: I Actually Like Kylie Jenner's New Reality TV Show  |||  You're doing amazing, sweetie."
"ENTERTAINMENT","Daisy Ridley Recaps The Entire 'Star Wars' Saga In A Rap  |||  Ridley also chimed in on the Porgs versus Baby Yoda debate."
"ENTERTAINMENT","Eric McCormack On New Rules For 'Will & Grace'  |||  ""I know we are going to push the boundaries because there is no fun if you don‘t."""
"ENTERTAINMENT","Alec Baldwin Goes Off On Sexist Twitter Rant Against Female Journalist  |||  The actor had a social media meltdown in response to an article about director James Toback."
"ENTERTAINMENT","The Force Is Still Strong: 'Star Wars: The Last Jedi' Has Second-Best Opening Of All Time  |||  The film trails only ""The Force Awakens."""
"ENTERTAINMENT","Leslie Jones Has Officially Won 2016, And The Year Isn't Even Over Yet  |||  We are not worthy 🙌"
"ENTERTAINMENT","Looks Like 'Top Gun 2' Really Is On The Way  |||  Is this movie finally going to happen?"
"ENTERTAINMENT","Will Smith Explains Why He Can't Watch Himself On 'The Fresh Prince'  |||  ""It's terrible and I can't bear to watch it."""
"ENTERTAINMENT","Here's What The Oscar Nominations Should Look Like  |||  Don't let ""Jackie"" down, Academy voters."
"ENTERTAINMENT","Anna Marie Tendler Opens Up About 'Totally Shocking' Divorce From John Mulaney  |||  The pair confirmed their split in May 2021. By September, Mulaney announced he was expecting a baby with actor Olivia Munn."
"ENTERTAINMENT","Young Thug To Donate Money From NYC Show To Planned Parenthood  |||  ""I was a teenage parent."""
"ENTERTAINMENT","Former 'Bachelor' Contestant Lex McAllister Dead At Age 31 After Overdose  |||  McAllister was a contestant on Season 14 of the popular ABC show."
"ENTERTAINMENT","Arnold Schwarzenegger Donates $100,000 To Anti-Hate Group After Charlottesville Violence  |||  ""We are greater than the hatred we saw this weekend,"" the former California governor said."
"ENTERTAINMENT","Isaac Hempstead Wright AKA Bran Had A Very Casual Response To 'Game Of Thrones' Finale  |||  The youngest living Stark's arc on the HBO show had an unexpected ending."
"ENTERTAINMENT","K-Pop Band BTS Rocks Its New Gear From Olympians Alex And Maia Shibutani  |||  Lookin' good, guys!"
"ENTERTAINMENT","Jennifer Lawrence Explains Why She's A ‘Huge A**hole' In Public  |||  “‘Can I have a selfie?' And I'm like, ‘No!'”"
"ENTERTAINMENT","Ashton Kutcher's Sister Secretly Played A Zombie On 'The Walking Dead'  |||  Nope. You're not being Punk'd."
"ENTERTAINMENT","You've Never Heard Notorious B.I.G.'s 'Juicy' Sung Like This Before  |||  You never thought that hip-hop would take it this far."
"ENTERTAINMENT","Sean Penn Confirms Steve Bannon Was A 'Bitter Hollywood Wannabe'  |||  The two worked together in the '90s. ""He's just a conniving hateful bloated punk who despises mankind,"" Penn says."
"ENTERTAINMENT","Taylor Swift May Appear As Jury Selection Begins In Groping Case  |||  Dueling lawsuits get their day in court after Swift accused a DJ of fondling her in 2013."
"ENTERTAINMENT","Connie Chung Appears In Groundbreaking Mandarin 'Fresh Off The Boat' Episode  |||  This episode was Asian AF."
"ENTERTAINMENT","Brett Gelman Opens Up About Cutting Ties With Adult Swim  |||  “I don't think that down deep anybody there is a bigoted person, but I do think that there's some major mindlessness going on."""
"ENTERTAINMENT","Lauren Conrad Somehow Doesn't Understand How To Use GIFs  |||  What is there to understand?"
"ENTERTAINMENT","Seth Rogen Says 'Below Deck' Made 'Crazy' Request In Inviting Him  |||  The ""American Pickle"" star loves the yachting reality show, but told Jimmy Fallon why he'll never appear."
"ENTERTAINMENT","Bro, Kanye West Was Peak Kanye In His Rambling VMAs Speech  |||  ""I just hope you all have a good time.”"
"ENTERTAINMENT","Zaki's Review: Kingsman: The Golden Circle  |||  When Kingsman: The Secret Service arrived in theaters a scant two years and seven months ago, it had the benefit of gliding"
"ENTERTAINMENT","Jay-Z Reminds Everyone That Protesting Has ‘S**t To Do With The Flag'  |||  ""Young men — young black men — are dying, and it's not even a black or white issue,"" the rapper told a crowd Sunday. ""It's a human issue."""
"ENTERTAINMENT","Celeb-Filled Hurricane Harvey Telethon Expands To Include Victims Of Irma  |||  The goal is to raise funds and spirits."
"ENTERTAINMENT","Alec Baldwin's Trump Gets Skewered Again By 'Lester Holt' On 'SNL'  |||  ""I can't believe you're president,"" says Michael Che."
"ENTERTAINMENT","Shania Twain's Latest Single Proves She's Still The One, Twitter Agrees  |||  Life's about to get good."
"ENTERTAINMENT","George Lopez Says Only Chance He'll Give Trump Is One To 'Suck My A**'  |||  “Anything orange, I don't want.”"
"ENTERTAINMENT","Ron Leibman, 'Angels In America' And 'Friends' Actor, Dead At 82  |||  The actor played a huge variety of roles in movies, theater and TV in a career that spanned six decades."
"ENTERTAINMENT","Joseph Gordon-Levitt And Tasha McCauley Welcome Baby Boy  |||  This is the couple's second child."
"ENTERTAINMENT","Paul Weller Is Looking For 'A Kind Revolution' In The World  |||  “I felt like what the world needs is a revolution of kindness, of inner kindness and compassion toward each other and the planet."""
"ENTERTAINMENT","John Krasinski Calls Marriage To Emily Blunt His 'Greatest Achievement'  |||  Too cute. Can't handle."
"ENTERTAINMENT","Here Are All The TV Shows You've Never Heard Of That Won Golden Globes  |||  Who won what?"
"ENTERTAINMENT","The Most Outrageous Looks From The 2018 Grammy Awards  |||  Prepare yourself."
"ENTERTAINMENT","Watch The Magical New Trailer For 'Fantastic Beasts And Where To Find Them'  |||  Get excited, Muggles!"
"ENTERTAINMENT","Paris Police Chief Says There Is 'No Doubt' Kim Kardashian's Robbery Was Real  |||  Kardashian was held at gunpoint and robbed of millions of dollars' worth of jewelry on Oct. 3."
"ENTERTAINMENT","Celebrities React To The Death Of Dolores O'Riordan, Lead Singer Of The Cranberries  |||  ""I feel so deflated knowing that she's not in this world anymore."""
"ENTERTAINMENT","Seth Meyers And Wife Welcome Second Child — Born In Lobby Of Apartment Building  |||  ""I'm getting choked up just thinking about how brave I was,"" he joked."
"ENTERTAINMENT","Rod Stewart Thought It Was A Good Idea To Stage A Mock Beheading In Abu Dhabi Desert  |||  The rocker apologized for the video, which has since been removed."
"ENTERTAINMENT","Reese Witherspoon Surprises Students Living In Her Old Dorm Room  |||  One Stanford student got an unexpected visitor last weekend."
"ENTERTAINMENT","Eva Longoria And Jose Bastón Tie The Knot At Star-Studded Wedding Ceremony  |||  Celebrity guests included the Beckhams, Ricky Martin and Mario Lopez."
"ENTERTAINMENT","Stephen Colbert Uses ‘Russian Stooge' Tucker Carlson's Own Words Against Him  |||  ""The Late Show"" host taunted the right-wing talker for ""an argument so dumb."""
"ENTERTAINMENT","Friend Of Late ‘Toy Story' Writer Reveals What May Be Andy's Heartbreaking Backstory  |||  A Pixar writer called it ""fake news,"" but Mike Mozart stands by his story."
"ENTERTAINMENT","First He Made Movies About ‘Strong, Feisty Women.' Now Alexander Payne Tackles The ‘White Male Schnook.'  |||  The “Election” director talks the state of Hollywood and his new movie “Downsizing.” Just don't compare it to “Honey, I Shrunk the Kids.”"
"ENTERTAINMENT","The Year Of Nicole Kidman Continues With 'The Killing Of A Sacred Deer' Trailer  |||  Kidman and Colin Farrell reunite for the psychological thriller."
"ENTERTAINMENT","Fauci Inspired Steamy Scientist Character In 1991 Romance Novel, Author Reveals  |||  Sally Quinn said the ""amazing"" scientist in her bestseller was modeled after the infectious disease expert, whom she ""just fell in love with"" at a dinner function."
"ENTERTAINMENT","Sofia Vergara Doesn't Seem To Get Why Objectification Is Offensive  |||  ""I am secure enough not to take it all that seriously."""
"ENTERTAINMENT","Amber Ruffin Reels Off Long List Of Bad Things Donald Trump Has Done To Women  |||  ""No president has done more for women, to make our lives worse,"" noted the ""Late Night"" writer."
"ENTERTAINMENT","Sia Sings Her Elastic Heart Out During 'Carpool Karaoke'  |||  Warning: Make sure all chandeliers are secure before watching."
"ENTERTAINMENT","Screen Actors Guild Awards: 'Spotlight,' Leonardo DiCaprio Get Top Honors  |||  As a contrast to the Academy Awards' all-white nominees, the SAG awards had a diverse group of winners."
"ENTERTAINMENT","'Suicide Squad' Fan Suing Studio For Fooling Us Into Thinking It's A Good Movie  |||  Exhibit A: THE JOKER"
"ENTERTAINMENT","Natalie Gelman Talks About Promoting Her Music And Inspiring Others  |||  Being a songwriter, what were the challenges you had writing these songs? Every song is different. I write a lot from my"
"ENTERTAINMENT","How Broadway's 'Frozen' Reinforces The Feminist Message Of Disney's Original  |||  For director Michael Grandage, all it took was a ""Monster"" of a new song — and a pair of pants."
"ENTERTAINMENT","Disney Debuts 'Tiana' First Look, Continuing Legacy Of Groundbreaking Princess  |||  The musical series, which picks up from 2009's ""The Princess and the Frog,"" will hit the streaming service in 2023."
"ENTERTAINMENT","'Hidden Figures' Continues Its Reign At The Box Office While 'Monster Trucks' Bombs  |||  The historical drama about African American NASA workers took the top spot for the second weekend in a row."
"ENTERTAINMENT","Donald Glover Is On Board With Lando Calrissian's Pansexuality In 'Solo'  |||  ""How can you not be pansexual in space?"" he said."
"ENTERTAINMENT","Bassnectar Debuts Two New Hard-Hitting Tracks, Talks New Album 'Unlimited'  |||  Bassheads, get ready. Your summer is about to be made."
"ENTERTAINMENT","Tiffany Haddish Recalls The Time A Man Died Following Her 'Killer' Dance Moves  |||  ""I felt like ‘this ass is deadly.'"""
"ENTERTAINMENT","Oscar Nominations Snub Amy Adams, 'Jackie,' Tom Hanks And More  |||  Meryl Streep is in, but Annette Bening was left out of the 2017 race."
"ENTERTAINMENT","Alyssa Milano Educates Matt Damon After His Horrid Response On Sexual Misconduct  |||  ""The tumor is being cut out right now with no anesthesia,"" the actress tweets. ""Please send flowers."""
"ENTERTAINMENT","Ariana Grande Reveals Bee Tattoo In Honor Of The Manchester Attack  |||  The bee is the symbol of the city and is incorporated into the Manchester coat of arms."
"ENTERTAINMENT","Patti Smith Brings Out Bruce Springsteen For Politically Charged Show  |||  The Boss and Michael Stipe made a surprise appearance at Smith's Tribeca Film Festival premiere."
"ENTERTAINMENT","Fyvush Finkel, 'Boston Public' And 'Picket Fences' Actor, Dead At 93  |||  The actor died on Sunday in Manhattan."
"ENTERTAINMENT","U2 Cancels St. Louis Concert Due To Security Concerns  |||  ""We cannot in good conscience risk our fans' safety by proceeding with tonight's concert,"" the band said."
"ENTERTAINMENT","Kirk Douglas Rings In The Big 100 With Birthday Bash Worthy Of A Legend  |||  He entered the party to the ""Rocky"" theme."
"ENTERTAINMENT","Lando's Back! Billy Dee Williams Reportedly Will Reprise Iconic 'Star Wars' Role.  |||  Actor set to return to the big screen in next year's ""Episode IX."""
"ENTERTAINMENT","Joey Fatone Cruelly Destroys *NSYNC Fans' Super Bowl Reunion Dreams  |||  “If I was doing something, I'd be in rehearsals,"" Fatone says."
"ENTERTAINMENT","Ashley Judd Sues Film Producer Harvey Weinstein For Defamation And Sexual Harassment  |||  The actress claims Weinstein damaged her movie career after she refused his sexual advances."
"ENTERTAINMENT","Attention Drake: There's A Reason Jennifer Lopez Dates Younger Men  |||  ""I just appreciate myself in a way I didn't when I was that age."""
"ENTERTAINMENT","Amy Lee Of Evanescence Debuts 'If You're A Star'  |||  It's a family affair for Lee."
"ENTERTAINMENT","24 Perfectly Snarky Tweets About 'The Bachelor' Season 21, Episode 9  |||  ""Should I be worried that I don't mind a man in a turtleneck?"""
"ENTERTAINMENT","Leaked Emails Show White House Rejected Ariana Grande After #DonutGate  |||  Grande non grata."
"ENTERTAINMENT","Disney Once Made A Short Film About Menstruation  |||  It's a little known fact that Disney made a bunch of educational films for high schools in the 1940s, but they did. Although"
"ENTERTAINMENT","Maddie Ziegler's Upcoming Movie 'The Book Of Henry' Looks Intense  |||  So much suspense! 😱"
"ENTERTAINMENT","Vibrators And Pegging Kits Are Among The 'Broad City' Sex Toys You Can Now Own  |||  The show's season 4 premiere is shaping up to be pretty ~climactic~"
"ENTERTAINMENT","Backstreet Boys Release New Song 'Don't Go Breaking My Heart'  |||  They're back (alright!) even though they never really left."
"ENTERTAINMENT","Viola Davis, James Corden And Emma Stone Make Time's 100 Most Influential People List  |||  Is your fave on the lineup?"
"ENTERTAINMENT","Bella Thorne Says She Received Death Threats After Breaking Up With Her Ex  |||  The actress is taking a stand against bullying."
"ENTERTAINMENT","George R.R. Martin's Publisher Addresses 'Winds Of Winter' Leak  |||  Maybe, anyway."
"ENTERTAINMENT","With 'One Mississippi,' The Moment For Women Storytellers Is Now  |||  As some of comedy's icons have fallen, Tig Notaro continues to rise. We should make way for more women like her."
"ENTERTAINMENT","Mariah Carey's Fans Are Freaking Out Over Her ‘Invisible Chair'  |||  ""I'm convinced that Mariah Carey gets special powers during the holiday season."""
"ENTERTAINMENT","'Stranger Things' Stars Brighten Kid's Birthday Party Sadness  |||  Millie Bobby Brown and Gaten Matarazzo reached out after no classmates attended the boy's ""Stranger Things""-themed bash."
"ENTERTAINMENT","Nick Cannon Is Still Not Ready To Date After Split With Mariah Carey  |||  ""I haven't figured it out yet."""
"ENTERTAINMENT","Miranda Cosgrove Says She'd 'Love' To Do An 'iCarly' Reunion  |||  Carly could be coming back!"
"ENTERTAINMENT","Jimmy Kimmel To Interview Stormy Daniels After Trump's State Of The Union  |||  The adult film star was reportedly paid $130,000 not to speak about her affair with the president."
"ENTERTAINMENT","'Rogue One' Dominates The Holiday Box Office  |||  The ""Star Wars"" film took in $15 million on Christmas Eve and is projected to finish the holiday on Monday with a total of $327 million domestically."
"ENTERTAINMENT","Why Do People Love Escape Rooms?  |||  If you haven't heard yet, which would be impossible if you lived anywhere near a city, there are things called “escape rooms"
"ENTERTAINMENT","Blake Lively Explains The Touching Reason She Joined The Women's March  |||  ✊✊✊"
"ENTERTAINMENT","Children's TV Presenters Go Viral With Heartfelt Messages Addressing Racism  |||  “When we work together, we can create change."""
"ENTERTAINMENT","Bob Odenkirk: 'Stop Hoping' For A Walter White Cameo On 'Better Call Saul'  |||  ""The bigger picture is nothing like what you expect,"" the series star told HuffPost."
"ENTERTAINMENT","2 Chiefs Players Isolated On COVID-19 List After Barber Tests Positive  |||  Kansas City receiver Demarcus Robinson and center Daniel Kilgore can't be with the team ahead of Sunday's Super Bowl because they got haircuts."
"ENTERTAINMENT","How Netflix's Serial Killer Drama 'Mindhunter' Draws From Real Life  |||  We talked to the real-life Dr. Wendy Carr to find out what really went on at the FBI."
"ENTERTAINMENT","Kylie Jenner Dons Xtina Costume To Party With The Real Christina Aguilera  |||  We're seeing double."
"ENTERTAINMENT","Tessa Thompson Says She Isn't Feuding With Lena Dunham Over Time's Up  |||  The ""Girls"" star was criticized  for lending support to the anti-harassment initiative after a string of controversies."
